Rest. Name,review
Dobar,"My partner, housemate, and I consider ourselves immensely fortunate to live within five minutes’ walk of Dobar. Hands down, this is London’s best brunch. That’s right: not just Hackney’s; not just north London’s. All of London’s. We used to ‘trek’ to Stoke Newington Church Street...
"
Dobar,"Dear valued guest,

Thank you so much for taking the time out and giving us a review & feedback. We will do our best to always give you the best and give all our guests the best service along with the best food. 

We had...
"
Dobar,"My family and I were staying in kings cross and decided to try this place for brunch we were not disappointed. I emailed to see if I needed to book a table and received a prompt reply asking what time I was coming, the next...
"
Dobar,"Hello Jenna

Thank you so much for visiting us and extremely chuffed you had a good experience all round.

We hope to see you again in the near future.

Regards

Onic
"
Dobar,"I don't think the Michelin people grade this type of establishment with their famous Star Rating but, if they did, this small place would without doubt get the Three Stars. My wife and I saw Dobar's reviews on Trip Advisor and thought we'd try it...
"
Dobar,"Small place but we arrived at 10am on Sunday and managed to get a table. It was full by 10:30. Loads of options for brunch but they all sounded amazing. I went for the “OMG” - cooked breakfast AND pancakes! It was delicious and very...
"
Dobar,"I'm excited to realise that I finally found my favourite pizza in London and its just few steps away from my flat! Thanks to the chef Maurizio for the high quality of the ingredients and the great taste of the Pizza! Highly recommended
"
Dobar,"Dear guest,

Thank you for taking the time out to leave us a review. We appreciate this and hope to see you again very soon.

Regards

Onic
"
Dobar,"I visited Dobar for lunch today with my sister and two children. We arrived at around 12.15pm when it was extremely busy! We waited in the queue for 35 minutes but the manager was very kind and took my daughters to stand just inside the...
"
Dobar,"What an amazing experience we had , 
Food was amazing , perfectly cooked .
Great combination of brunches In menu  , 
affordable prices . Delicious juices !!
What amazed me more is how clean the place is , even when they so busy Which is...
"
Dobar,"Visited Dobar for the first time today after it being recommended . The service was brilliant and we was looked after .
Lots to choose off the menu . Scrambled egg was amazing , sausages were really tasty and all my food was hot ....
"
Dobar,"This restaurant is an amazing place to be. The Brunch was so delicious with a lot of diffrent things what you can eat. Also the peaple are very lovely and the whol Ambiente was amsazing! I definitely will come back to this wonderful restaurant!
"
Dobar,"Heard of this place through Instagram and it did not disappoint! 

Food portions were very generous and the service was wonderful. The staff were attentive and the atmosphere in general was lovely to be in.
 
It was quite busy when we got there and as...
"
Dobar,"We really enjoyed a fantastic breakfast today as you can see in the pictures. They definitely use high quality fresh ingredients and offer halal options. I’d definitely go back and recommend it.
"
Dobar,"Consistently stunning food, rich menu, great service and a warm cosy atmosphere. Me and my partner visit every other Sunday. A real gem in the heart of Manor House. Massively recommended to everyone! For those that have a sweet tooth you honestly can’t go wrong...
"
Dobar,"I've been to DoBar many times and always have such a great time there. Vege Love is my go-to option; it's delicious. Customer service is beyond polite and helpful. Great location, literally next to Manor House station and plenty of bus options. In regards to...
"
Dobar,"Love this place come back every few month and I always get the same breakfast omg its great if you find it hard to choose between having pancakes or english breakfast but with this one you get best of both.

Service great food great.

Will...
"
Dobar,"I come here all the time on my own and with a friend. The food is always amazing, the staff are so friendly and polite, its super clean and the service is second to none. If you haven't been I would highly recommend here. Food...
"
Dobar,"Dobar has been on our list of places to visit for brunch for a while now. We visited over half term and our experience definitely did not disappoint. The service was second to none, the atmosphere was great and the food was not only beautifully...
"
Dobar,"There’s nowhere like this in south London, I’m happy to make the journey because the food, vibes and service was A star. Queue moved quickly and they kept you updated. The owner was sooo kind and brought my friend a birthday surprise that we didn’t...
"
Dobar,"The plates comes amazingly testy. Menu is easy. Really thank to Kitchen stuff. They do well amazing jobs. 
We fall in love with the food here. You can satisfied even for lunch. 

Thank you Dobar ! Thank you Kitchen. Thank you ONIC
"
Dobar,"Went to Dobar this morning for My daughters birthday breakfast and was made to feel welcome from the start, the staff were amazing and the food was equally as good. You will not find a better spot in London for breakfast/brunch for the price and...
"
Dobar,"REVIEWS

The man at the door informed us when we arrived that they expect us to leave as soon as we paid but it was said nicely so I wasn’t bothered considering its only a small restaurant. He also gave me a mask because we...
"
Dobar,"Have visited here twice for pizza. Once late at night,  where they were probably ready to go home but still served us delicious pizza with excellent service.

Second time was yesterday after work. 

Excellent service and mouthwatering pizza and bruschetta.

I actually can't wait to...
"
Dobar,"Dear Michelle,

THank you so much for your kind words and glad you enjoyed your experience.

We hope to see you again soon for some pizza or maybe tempt you with our mouthwatering breakfast :)

THankyou

Onic
"
Dobar,"This place is a great option for breakfast / brunch.  I first tried Dobar for some take away pizza which were ok but not as good as some of the others locally but after seeing the brunch menu I could see this is where they...
"
Dobar,"Dear Guest,

THank you for taking the time out and leaving us a review. 
We are delighted you enjoyed your breakfast/brunch with us.
We have improved our pizza ever since you last tried this, may i please tempt you to try again and let us...
"
Dobar,"I ordered the margarita pizza, honestly I didn’t expect it to THAT good but it turn out to be so SO yummy! One of the best pizza I’ve ever had in London!! The dough was delicious
"
Dobar,"Dear Valentina,

THank you for reviewing us and glad you enjoyed your pizza and rated best in London :)

Hope to see you again soon.

Regards

Onic
"
Dobar,"Today I NEEDED that delicious cooked breakfast they way Dobar knows best! 

Good luck to Tania who looked after me well today; I hope her training continues to go well, and that I see her next time I visit Dobar.

Thank you to the whole...
"
Dobar,"nice a place a home we werer get more emotions and have of fun every day with my friends go chill out back door and include savage mode
"
Dobar,"We've been in need of a good breakfast place and we're so happy that this place opened! The breakfast was delicious (and it arrived so quickly) and the service was great too. My only suggestion is that they use mugs for the tea (when ordered...
"
Dobar,"My friend suggested we should go to this Cafe, today - I said YES as their Instagram page has very good pictures of the food they serve. 

We tried the Halal and non-Halal English breakfast. Their fresh-orange-juice. Their coffees. 

Plus we ordered their Brioche and...
"
Dobar,"We love everything about dobar from;the food, drinks, atmosphere, service and staff. Everything is great, which is probably why we came back twice within two days.
"
Dobar,"Well I only popped in for a quick bite to eat and was amazed by the quality and the menu! I will definitely be coming back. Bravo
"
Dobar,"Very good food, the American dream breakfast was amazing and lovely staff. My family was very happy to have tried a typical food. Thanks guys, see you soon!
"
Dobar,"One of the best breakfast meals I have ever had, so different than usual, cooked to perfection and magnificent presentation. Service also top class, I will be returning very soon.
"
Dobar,"Me and my family visited this cute restaurant for breakfast and was absolutely mind blown with the dishes sent out from the decor to the taste to the service and the tea , I will be excited to see what is out for my next...
"
Dobar,"The food is awesome. Highly recommend their mushroom & hash brown. Of coz, the people is excellent too
"
Dobar,"One of the best breakfast i have ever had.Very good service and friendly staff,would go back in a heart beat.
"
Dobar,"This was my 7th visit here and a really disappointing one, I ordered what I normally order the “O.M.G” eggs well done, unfortunately my eggs came soft and the food was cold, I told the waitress about my eggs and she took my plate away,...
"
Dobar,"Intended for a nice place for brunch on a beautifully sunny day. Did some research on the internet before visiting the place, so went there with high expectations. Nice location, with a few minutes' walk from the tube station and a park on the other...
"
Dobar,"Amazing personal service, was greeted going in and out.  The staff were really friendly and kept checking up on us to see if we were fine.  The food was 10/10 and the atmosphere was trendy and comfortable.  Definitely recommend it fantastic experience.
"
Dobar,"I had my baby with me and Aziz went above and beyond to ensure I had a good seat. Staff are really friendly and helpful especially Aziz. The food came really quick and tasted great! They even have a halal option and cook it separately!
"
Dobar,"Great to see a local business open during this pandemic and following the guidelines so well. We go every weekend for coffee and the staff are so friendly and welcoming. Special thank you to Amir who always remembers our order and keeps us coming back...
"
Dobar,"My friend and I came to London from Yorkshire and were so excited to try Dobar. We went on a Saturday and only had to wait a small time to be seated. Food was outstanding and the staff were equally wonderful. Would recommend to everyone.
"
Dobar,"We were looking for the best brunch in London and we found it. The food was excellent, the service fast and the waiters more than gentle. As french girls, we recommand to every french who want to brunch (or else) to here ! Thank to...
"
Dobar,"Food and service was 10/10 from the get go. For me the person that shined out the most was Onik, who I met at the front door (who also happened to be the owner of the place) really nice and humble individual. His manner and...
"
Dobar,"I saw this place on social media and decided to go their for brunch on Sunday after lockdown ended. The food was amazing, as was the service. We met the owner outside who was also so nice and friendly. I travel a lot and will...
"
Dobar,"The food is always amazing, delicious and very well presented. Every time I visit I don’t even know where to begin as I want everything. The coffee is nice and good quality. 
The staff are always so polite and so happy. Always there to assist....
"
Dobar,"Just excellent. 
Beautiful filling food. 
Complete vibe inside. 

Felt a little pressure to eat quickly as we only have an hour slot, but that’s because they’re so busy. Would have loved to spend a bit more time there. 

Highly recommend. 

Will return next time I...
"
Dobar,"Visited Dobar with Family for Birthday Breakfast, Food was amazing, Service was Spot on. 
Extra special touch candle on the pancakes and Sang happy Birthday! Would highly recommend you will not be disappointed. I can’t wait to return! 😊
"
Dobar,"The best cafe in Manor House. The food was delicious the service was even better. We were served by the amazing Aziz honestly made us feel so welcomed and made our experience at Dobar amazing. Definitely will be returning. Would recommend 100% !!!!!
"
Dobar,"Today was my first and definitely not my last visit at Dobar. The service and the food was also spotless.super friendly staff , quick service and very delicious dishes I could wish.they definitely made my day.thank you 🙏
"
Dobar,"The staff are extremely friendly. A healthy range breakfast with a variety of fruits. The food is so delicious my second time going. My family of 3 was so satisfied with our service we will be going back . Thank you Dobar.
"
Dobar,"Quite recommended, good service, good quality of food and good atmosphere.  It is well located and I left quite satisfied with the service and the food is quite good.  I will return oronto
"
Benihana Chelsea,"They didnt have our reservation and only accepted that we had one when we presented the confirmation email. Our chef/entertainer was obviously having a very bad day, my starter arrived at the end of my meal and they 'took' the optional service charge without me...
"
Benihana Chelsea,"Went for dinner on new years day, on arrival (we were a little early) the lady on reception looked put out that we were early, so we were ushered down stairs to the waiting bar area. We waited for over 10 minutes without being offered...
"
Benihana Chelsea,"To celebrate my boyfriends 25th birthday a group of us booked a table at benihana, upon arrival we were slightly late however the staff were pleasant and polite who showed us to the bar where we indulged in a few cocktails before being shown to...
"
Benihana Chelsea,"Fun dining experience with the chef's cooking in front of you. Food was nice but the amount of oil that went over everything was off putting! The place was very hot and smoky and I'm sure we all left stinking of fried food! 
Drinks menu...
"
Benihana Chelsea,"I came here as a party of 10, we had pre booked a cooking table, from the first minute we walked in here we were treated like returning customers (Even though we hadn’t been here before) service was first rate and what can I say...
"
Benihana Chelsea,"Thank you for taking the time to leave us a fantastic review. We are delighted to hear you enjoyed your first benihana experience and look forward to welcoming you back again soon.
"
Benihana Chelsea,"I’ve not been for a while but i hace had amazing  experience. Great food, entertainment and service. Highly recommended.
"
Benihana Chelsea,"I brought a friend for a birthday meal here.  I asked for a chef who puts on a paricularly fun who and we weren't disappointed with John, so fipped things around, caught stuff on his chef's hat and set fire to loads of food!
My...
"
Benihana Chelsea,"We had a fun experience but honestly they where to busy removing the sterter to realise we where not finished.  The cocking show was funny but for this price I can not recommend this place. I would not recommend and I am not coming again
"
Benihana Chelsea,"Thank you agbjarna for your review. We are constantly improving and will keep your comments in mind.
"
Benihana Chelsea,"We’ve now been to benihanas in Florida twice ,Vegas,London twice before ,Glasgow now London Chelsea which could be our best visit the food is fantastic Arthur our chef was fantastic with our daughter the venue was so nice to would recommend this place so much
"
Benihana Chelsea,"Thank you Nick K for your recommendation! Arthur will be over the moon you had such a great time and were kind enough to leave this review, we will be sure to let him know! We hope to see you again soon.
"
Benihana Chelsea,"Really nice place. Lovely food. Entertaining. Cocktail are lovely. Great staff!! 
We will be returning.
"
Benihana Chelsea,"Thank you Rachel for the 5 stars! We look forward to seeing you again.
"
Benihana Chelsea,"This is a fun place to go and watch the chefs do their tricks - juggling kitchen implements and cooking their fresh ingredients before your eyes, with bursts of fire and excitement.

The food is fresh and varied but not exceptional in terms of flavours...
"
Benihana Chelsea,"Thank you emma_ipswich for your review. We are constantly improving and will keep your comments in mind.
"
Benihana Chelsea,"My 16 year old daughter took her 6 best friends for a birthday lunch treat at Benihana Chelsea. She did a proper research as to if / what she can afford and preordered the Chicken Hibachi for all of them. However, she was charged the...
"
Benihana Chelsea,"We visited Benihana to celebrate a family birthday. We enjoyed the evening especially the theatrical preparation of our food by a friendly chef on a hot hob in front of us - knives thrown in air and caught, smoking volcano onion rings etc. The food...
"
Benihana Chelsea,"Thank you Anthony M for your review. We will keep your comments in mind, but we’re glad your overall experience was enjoyable.
"
Benihana Chelsea,"Wonderful place to eat.. Food was really nice and portion size was just right. The chef at our table was vrty friendly and entertaining.

The only down side was the waitress.. My partner ordered a cocktail, when it came the paper straw was broken... Not...
"
Benihana Chelsea,"Thank you, dear customer for your review. We will keep your comments in mind, but we’re glad your overall experience was excellent! We hope to see you soon again.
"
Benihana Chelsea,"Decor a little dated but well suited and geared to families and young children. 
Food good and standard Benihana showmanship but decor a little dated. 
Pricing  is in the upper range. 
We found the service very slow and almost dismissive.
"
Benihana Chelsea,"Thank you Helderp, for taking time to share your experience. I am sorry you found the service very slow. We will keep your comments in mind, but we’re glad to hear that you enjoyed your food. We hope to see you again soon.
"
Dobar,"First time visit on recommendation of friends and I wasn’t disappointed. The service, food and groovy green smoothie was excellent. The place is rarely empty but we only had to wait a few minutes while a table for two became available. Excellent table service. I...
"
Dobar,"Went to @dobarlondon today with a few friends.
Such a lovely place, really tasty and thick pancakes!🥞
I had the nutella stack, boy was it yummy. 😍
It comes with fresh fruit, I had figs, kiwi, strawberry, blueberries, melon, grapefruit, raspberries, banana and more on...
"
Dobar,"Don’t be put off by the queues outside as you won’t be disappointed! The food was amazing - beautifully presented, generous portions and tasted divine. The French toast is fantastic - soft and not sickly-sweet. The ‘groovy green’ smoothie was refreshing. Fast and friendly service,...
"
Dobar,"⭐️⭐️⭐️⭐️⭐️Absolutely perfect great fresh  food 
Presentation spot on !!  A cut above the rest and well thought through  well done 👏🏻👏🏻👏🏻
Decor and staff amazing very polite and have a 
good understanding of our you like your food done.

The one thing I noted was...
"
Dobar,"Best breaky I have had for long time. It was my first time at this lovely place.!! Perfect pancakes, sausages and hash browns as well as sourdough bread they serve was amazing.. fresh fruits with the pancakes.. and very professional service. 10/10..
"
Dobar,"Today I decided to take my mum for a birthday brunch and was so surprised at how special Onic and staff made my mum feel. The service is great and the food is absolutely delicious. I would definitely recommend! 

Thank you and see you again...
"
Dobar,"I recently visited DoBar with my daughter and some friends. I have been many times and keep returning because the food is just out of this world. Today I had the Medi Breeze and it was divine. The presentation was perfection as always and the...
"
Dobar,"I had the best pancakes there in my life everything really good the second time I went I had to choose the vegetarian option and I would say it could be better ( the spinach was tasteless unfortunately and they could add other vegetables etc.)...
"
Dobar,"Felt I needed to be a counterpoint to all the five stars reviews. This place isn't bad at all, but since this is one of the highest rated restaurants in the whole of London, I felt compelled to let you know, it's not THAT good....
"
Dobar,"What a lovely, quaint restaurant with humble staff and great food! The menu is unique and has enough options for anyone's pallet. The average cost is £10-£12 but it is worth it. The presentation is superb and you can definitely taste the quality ingredients. Lovely,...
"
Dobar,"Absolutely superb. Went two days running (only a minute from the Travelodge) and had two different meals - Full English and then Vege Pancakes. Both were 10/10 delicious - honestly, flawless.  Every element of each meal was excellent - from the pomegranate seeds with the...
"
Dobar,"The Dobar's menu includes breakfasts, brunches, toast, salads and desserts. They also offer local drinks. Frankly, all the dishes made me want! I finally opted for a ""Signature"" dish. Each dish includes pancakes served with a fruit salad, a kind of panacotta and maple syrup....
"
Dobar,"The food here is amazing, especially my favourite ‘french kiss’ Very tasty and the portions are filling. Welcoming and helpful team always a top notch service. We visit very frequently, I strongly recommend it to anyone that wants to treat their taste buds.
"
Dobar,"I ve been many times and I enjoyed the breakfast.
But today I went There alone to have a breakfast and the way the manager talked to me while I was on the phone, was so rude. He told me that I had only 1...
"
Dobar,"This place is amazing! The menue was filled with so much choices. We had the OMG and Manhattan Breakfast filled with pancakes fruits hash browns eggs so much more. The table service was great and was greeted with a smile. Definitely recommend going to be...
"
Benihana Chelsea,"Average food with an extortionate price tag. Poor service. Plates were left at our table for about 30 mins after we finished. Our wine was left in an ice bucket away from our table and we had to get it ourselves they were taking so...
"
Benihana Chelsea,"We visited benihana Chelsea after purchasing a living social voucher for 39 for 2 people for a speciality dinner. It did not say there was a surcharge for fri /sat which was an additional £6 nor did it say that you would be charged the...
"
Benihana Chelsea,"Food was ok if a bit stingy service was ok and a bit erratic the chef was ok nothing special.

We had paid £22 a couple but when they brought the bill they put the full price on it inc Saturdays supplement which we had...
"
Benihana Chelsea,"Benihana remains ridiculously overpriced.Even with a Groupon discount,the ""delight "" set meal I had with my daughter cost nearly 100 pounds and consisted of the old staples of small portions of rice ,onion soup and bonito flake flavoured salad.Nothing wildly exciting but averagely tasty
Really,you...
"
Benihana Chelsea,"New years eve. Split the bill at £70 each and was asked to select set meal of either BLACK COD or MIGNON or WAGYU (+£30). Me and my partner went for each of them.  Starters were all same for any mains you choose. Got miso...
"
Benihana Chelsea,"The novelty of the live cooking show wears off fast when the end product is bland and tasteless. No doubt the meat dishes are probably good but the vegetarian alternatives left me feeling short changed.   Fine as a one off but not worth a return...
"
Benihana Chelsea,"Negative: I found that the quality is not adequate to the price. The interior is outdated and extremely needs renovation. The service and the food were mediocre, nothing special.
Positive: Children’s menu and the fun show that the Teppanyaki chief demonstrated.
"
Benihana Chelsea,"Sure most people have experienced a Benihana evening but it's still a great format and lots of fun.  When you go as a group ito particularly splendid. The ingredients are top notch and naturally it's cooked just how you like it as you oversee the...
"
Benihana Chelsea,"Good experience but over priced 

I wouldnt do it again but its worth ticking off the bucket list

Novelty dinning for not novelty prices
"
Benihana Chelsea,"Me and my boyfriend went to Benihana to experience the world known experience first hand. 
Our chef was entertaining and we did enjoy watching his culinary skills. However the food was a complete let down. It was quite tasteless and we love Japanese food so...
"
Benihana Chelsea,"Visited on Sunday afternoon with my family. 

Initially we were seated on a table which contained 3 screaming toddlers and across from one which had a further 5, despite the restaurant being nearly empty. When we asked to be moved to a different table, we...
"
Benihana Chelsea,"If you haven't experienced Teppanyaki Benihana is worth a visit.  All food is cooked in theatrical style by a chef on a griddle at your table.  Table seats 8 and you will join other guests at the same table. You order in the normal way...
"
Benihana Chelsea,"First time visiting Benihana, totally unplanned; surprised by the very caring and attentive services. The chef is marvelous who put on an entertaining cooking show for us. Food was yummy. So, happy to go back and recommend anyone to check it out.
"
Benihana Chelsea,"Such a great place. Love that all the staff wear authentic dress. Staff greeted us and showed us to the table. Tables sit 8 people and you sit with other people - the table is shaped in a horse shoe and there is a griddle...
"
Benihana Chelsea,"A group of 7 came here on a Friday night, It was great fun and they accommodated for an allergy to shell fish so they cooked everything then the shellfish last. Although my husband had got an allergy from the lobster, guess you don't know...
"
Dobar,"I went to Dobar in Finsbury Park on the 12th of Feb to celebrate my dads birthday and it was amazing. Customer service was outstanding, the floor staff were a joy to have and the manager on shift was really great and friendly. The food...and drinks were delicious and very fulling and we received our food rather quickly after being seated. I highly recommend this restaurant whether it be for a quick start to a day of celebration or just for a quick breakfast/brunch! The portion sizes are also very good for the price! Overall, I really enjoyed my experience at Dobar as it was my first time but I will definitely be returning ! A big thanks to the team for giving me and my family such a memorable and fun experience !!
"
Dobar,"Excellent customer service. Was greeted and seated as we entered the cafe. Breakfast was just mouth watering. I’ve always dine at Cafe East but i have found a new favourite.
Presentation 5* Pancakes freshly baked , fruits were so fresh you thought they were freshly...picked, clotted cream tasted so fresh ,spinach was so fresh and tasty  and last but least avocado sprinkled with pomegranate was so flavoursome.

I was informed that on weekends you might encounter a queue for about 20mins . I’ve only visited midweek .

It’s a small cafe but comfortable seating.

Highly recommended
"
Dobar,"Went to this restaurant with my sister, what a great place to go and have brunch! The food was so delicious, you get a mixture of savoury with sweet pancakes and fruit on the side. I had the American Dream and my sis had the...OMG! Both were delicious and washed down with strawberry smoothies. The service was very quick and the waiters were very attentive. My only critique is that they could have put ice in the tap water as it was very warm but apart from that it was 10/10 and we are planning our next visit.
"
Dobar,"Myself, my brother and sis were visiting London from Manchester and despite the many restaurants in London, we just had to return to Dobar for the excellent food and friendly staff. The weather was awful on the weekend and there was a long queue to...be seated, but the staff were really accommodating and set 1 hour seat time so that everyone didn't have to wait very long outside. The food was delicious and you get a variety of options, including a halal menu. The staff were really helpful and friendly. Aziz, the manager was really hospitable and asked if we didn't mind moving tables so that he could seat a family with children who were waiting outside, which we didn't mind doing at all. Can't wait to return soon once lockdown is over!
"
Dobar,"Great place to have a breakfast/brunch… just next to Manor House Tube Station… amazing service from Dobar team… we ordered 2 Dobar Fav (English Breakfast) after we decided to get dessert witch called Pancake Tocas. Nice freshly made it. The Prices are very good… highly...recommended.
"
Dobar,"The best place to go for breakfast, they had the best food, everything on the plate was delicious and very quick with getting our food, they also had the best customer service. They were lovely with my family especially my child. They catered to everything...I needed and really took the pressure of me taking my child out to eat, as we all know that can usually be a stressfull time but they made me feel at ease, couldn't recommend a better place!!
"
Dobar,"Always visit with my partner on the weekend but went with the girls to give them a surprise for the gender of my baby. They made it super special for me and my friends by designing a white chocolate globe to hide the pink pancakes...hidden inside.. food tasted amazing as always and staff are just great!!!

Thanks again!!
"
Dobar,"Highly recommend this amazing cafe. They have the best tastiest breakfast in town for sure, good portions and they’re always high end on the creativity of the plates. Service is 10/10 thanks to the manager Aziz, really good friendly staff! Right next to Manor House...station do not pass by without trying you’ll really miss out on the tastiest Pancakes you could get. Keep it up guys!! 👍👍👍
"
Dobar,"Came here with my bestfriend who I hadn’t seen for a few months. 
There was a small queue out front, but it went down quickly.. was only waiting for about 10 minutes. 
The staff were lovely!!!!!! 
The food here is soooo good! We both ordered...the OMG brunch, consisting of 2 pancakes, eggs (of your choice), bacon (meat free/halal available), 2 hash browns, maple syrup & a small bowl of fruit with creme fresh. 
I ordered a latte, which before i even drank it, a waiter asked if i needed a new one as it looked too strong..which i agreed & he bought a fresh one over!

I’ll definitely be going back for more!
"
Dobar,"This place was so good, I came here with my friends and the service was great, very good manners and they listen to the customer. The price is very good and you get a lot of food and best of all it tastes amazing. I...will definitely be coming back here again, I loved it, thank you for a very nice experience :)
"
Dobar,"It was a last minute plan on a Saturday, we decided to go out for brunch and my sister suggested Dobar. I didn't know what to expect and was pleasantly surprised to walk into a bustling environment with a lovely vibe.
 We got there around...11.20 and it was packed already. I brought my two young children aged 5 and 6 and they ordered option 2 on the kids menu. I got an O.M.G. when our plates arrived I had to take a whole album full of pictures because it was so beautifully presented! The taste was amazing and everything was cooked to perfection, I asked for my eggs to be poached rather than fried and they were perfectly runny, the bacon was also cooked just right as I'm very fussy about that. My daughters absolutely loved it and finished everything on their plates (which is rare) the service from the waitresses was also very good and they were very attentive. If you want a dining experience go here!! Manor House is a bit out of my way but the journey was well worth it. Couldn't recommend more, will definitely be returning again soon!!!!😍😍😍🌟🌟🌟🌟🌟
"
Dobar,"You guys are fantastic! The warmth in your place is so inviting and quite clearly,  it's all from the heart, as we can all see. I visited your place last Sunday, we were a group of six. We are family to one another, we see...each other weekly, and we look forward to our Sundays breakfast meetings. It's so difficult to find a place that can cater for all and do it so effortlessly, offer beautiful service, and tasty food with a variety
You don't often get that. Sometimes there have been places where food has been good but service awful. And that's one of the most important things If you want to keep going back to a place. And at your place, staff welcomed us with a smile and followed that through to the end of our meals. So thank you so much and I'm looking forward to coming back this week, god willing. God bless you all.
"
Dobar,"Asked by my daughter to visit this lovely little place, and as usual, being my first time, I had to check the reviews. Wow, I was extremely pleased with my visit and so happy I went. There was a little bit of a queue which...lasted about 10 minutes, however, the waitress did keep us informed and even came to joke with us. The food was on another level, it looked sensational and tasted great. I’m not a big eater, but I had no problem finishing my choice because it was soo tasty. I live in Tottenham so I definitely will be a regular, but please support and give Dobar a go you will not be disappointed.
"
Dobar,"Staff really go out of their way to make sure you are happy, I am somewhat a coffee connoisseur and absolutely loved their coffee! Food was delicious too - I don't eat pork sausages but they had beef substitute which was fab! Defo will go...again - lovely vibes and atmosphere. Great variety of food and something for everyone. Juice was great too :) thank you
"
Dobar,"I drive past this place all the time and had seen their Instagram account which looked epic.

Today I drove past and decided to pull over and try Dobar and my god this place is incredible.

I ordered the OMG and it has to be...the best breakfast I have ever eaten hands down, cooked well, a selection of items that all compliment each other. This place has blown my mind and I will definitely be returning.

Staff are friendly and courteous and there is a selection to suit all needs from Vegan options to halal  versions of each item on the menu. 

10/10 highly recommend if you are in the area pay them a visit.
"
Benihana Chelsea,"Had a deal via Groupon for half price. Very good tasty food, cooked and served in front of you with great pizzazz. However the drinks are expensive, and service is added on the original price, so it all mounts up. This branch is all underground...
"
Benihana Chelsea,"I booked this dinner for two with a groupon discount. 38£ for two with a standard meal but it was enough, we were really full up at the end of the dinner. With this offer you will pay an extra for service charge(12%) plus drinks....
"
Benihana Chelsea,"I am here now and been told by the chef that I need to go on a diet and everytime the food comes out they put it in front of me like some animal...Randie is his name rude ! Don't come here If your not...
"
Benihana Chelsea,"We came here for my boyfriends birthday and it was very enjoyable. It is quite pricey but you pay for the experience of having everything cooked fresh to order. Our chef Tom was excellent and very funny! Would definitely recommend for a special occasion.
"
Benihana Chelsea,"I went for a friends birthday and I was EXTREMELY disappointed with the vegetarian options on the menu. Firstly, there was only two or maybe three options for vegetarians and the food that was served was extremely bland. There was no spice, no sauce, no...
"
Benihana Chelsea,"On arrival to the restaurant myself and guests were requested to be seated in the waiting area.  No drinks menu was provided which was very poor and the staff continued to conveniently skip passed us. Eventually a couple of my guests visited the bar area....
"
Benihana Chelsea,"I love the concept of the restaurant, the chef are so talented and entertaining. I was memorised! 

The staff was not too friendly, you get more from the working chef than the waiters/waitresses 

All in all the food and atmosphere was enough to keep me...
"
Benihana Chelsea,"Ok rule number one don't wear a silk shirt/blouse here! But the theatre of having a Chef prepare and cook your food in an entertaining style right in front of you is still unsurpassed. Don't expect a 'quiet' romantic table for 2 as you will...
"
Benihana Chelsea,"Great food and excellent show put on by your personal chef. Would 100% eat there again with friends, great venue for large or a special occasion parties.

Couldn't fault it.
"
Benihana Chelsea,"Considering we paid a lot for a meal for my husbands 30th birthday I was left disappointed and sick. Service good, but after having prawns, salmon and chicken I was left violently vomiting that evening. I emailed the restaurant but heard nothing back.
"
Benihana Chelsea,"I went there yesterday with some friends to celebrate a birthday, and it was great. We started in the bar area, where we got some drinks and benihana chips, which were fantastic. Once the whole party arrived, we sat in our table, where they took...
"
Benihana Chelsea,"Me and my friend wenwehere earlier on this month. We were really excited as none of us had been before and have always wanted to go! We had a deal each for £29 which included a lot. 

We booked our table for 8pm beforehand. 
We...
"
Benihana Chelsea,"1st time going to Benihana & what an experience! The food being cooked on your table & your private chef adds to the beautiful venue.
Top tip for cutting the cost: book through 'Open table' they sometimes have deals and we paid £29 for 7...
"
Benihana Chelsea,"I feel compelled to write this, as I was planning to visit this Benihana for my birthday, as we used to do every year when I was a kid growing up in New Jersey.  In looking at the menu, I do not even begin to...
"
Benihana Chelsea,"Even though the restaurant wasn't lively at all for a Friday night, it was certainly not a dull night. The chefs were very interactive while cooking with pretty impressive tricks. The food was of good quality as well, which can be customised. Recommend getting the...
"
Benihana Chelsea,"Amazing dining experience at Benihana.  

We really enjoyed our dinner.  Our chef cooked our lobsters, wagyu beef, chateaubriand and hibachi miso black cod to perfection!   Delicious, moist and great quality.  We were impressed how he could effortlessly cook and entertain us at the same time....
"
Benihana Chelsea,"We went here as a party of 11 people for a birthday treat.

We booked in advance and were seated as soon as we arrived. The tables available fitted up to 9 so 2 of our party sat separately but on the table just opposite...
"
Benihana Chelsea,"Decided to treat my son for his birthday. We have booked a table for the family of four. We were late more than 15 min and waited approx 10 mins in the lounge, so not too bad (the restaurant offers 15 min grace period). 
I...
"
Benihana Chelsea,"Thank you dorah710 for your review. We are constantly improving and will keep your comments in mind.
"
Benihana Chelsea,"Absolutely banging meal at Benihana Chelsea. The food was delicious, the staff were warm and friendly and the drinks were very more-ish!! Such a great place to go for birthdays, can’t wait to go back.
"
Benihana Chelsea,"Thank you hed0908, for your kind words, we look forward to seeing you again!
"
Benihana Chelsea,"I stopped in for an early lunch at Benihana and was hugely disappointed. My sister and I were the only customers in the restaurant as it had just opened, but the service was slow. We ordered three dishes and they completely forgot about the chicken...
"
